,funcao,qtd_terceirizados,data
19,Bombeiro Civil Noturno 12X36,12,2016-04-01
20,Bombeiro Hidráulico,8,2016-04-01
21,Bomberiro Civil Diurno 12X36,29,2016-04-01
22,Borracheiro,1,2016-04-01
23,Copeira,54,2016-04-01
24,Copeiro,2,2016-04-01
25,Cozinheira,4,2016-04-01
26,Desenhista em CAD,1,2016-04-01
27,Designer Gráfico Júnior,2,2016-04-01
28,Designer Gráfico Pleno,4,2016-04-01
29,Designer Gráfico Sênior,1,2016-04-01
30,Digitalizador,133,2016-04-01
31,Eletricista,17,2016-04-01
32,Eletricista Plantonista Diurno,2,2016-04-01
33,Eletricista Plantonista Noturno,2,2016-04-01
34,Eletricista de Autos,2,2016-04-01
35,Encarregado de Elétrica,2,2016-04-01
36,Encarregado de Hidráulica,1,2016-04-01
37,Encarregado de Mecânica de Refrigeração,1,2016-04-01
38,Enfermeira Auditora,2,2016-04-01
39,Engenheiro Eletricista,2,2016-04-01
40,Engenheiro Mecânico,2,2016-04-01
41,Engenheiro Senior,1,2016-04-01
42,Engenheiro de Sistemas,1,2016-04-01
43,Garçom,30,2016-04-01
44,Garçonete,6,2016-04-01
45,Gesseiro,1,2016-04-01
46,Instrumentador Técnico,1,2016-04-01
47,Jardineiro,10,2016-04-01
48,Jauzeiro,9,2016-04-01
49,Lavador,16,2016-04-01
50,Lustrador,2,2016-04-01
51,Manutenção e Suporte Técnico,7,2016-04-01
52,Marceneiro,8,2016-04-01
53,Mecânico Leve,2,2016-04-01
54,Mecânico Pesado,2,2016-04-01
55,Mecânico de Refrigeração,6,2016-04-01
56,Mensageiro,40,2016-04-01
57,Mensageiro de Gabinete,68,2016-04-01
58,Motorista,66,2016-04-01
59,Médico Auditor,5,2016-04-01
60,Operador da Central de Detecção,2,2016-04-01
61,Operador da Central de Supervisão Predial,2,2016-04-01
62,Operador da Central de Água Gelada,4,2016-04-01
63,Operador de Micro,1,2016-04-01
64,Operador de Áudio e Vídeo,2,2016-04-01
65,Pedagoga,1,2016-04-01
66,Pintor,4,2016-04-01
67,Preparador de Documentos,22,2016-04-01
68,Recepcionista,82,2016-04-01
69,Revisor de Textos,4,2016-04-01
70,Servente,198,2016-04-01
71,Supervisor,29,2016-04-01
72,Supervisor Geral de Serventes,1,2016-04-01
73,Supervisor de Jardinagem,1,2016-04-01
74,Supervisor de Marcenaria,1,2016-04-01
75,Supervisor de Mensageiria,2,2016-04-01
76,Supervisor de Vigilância,6,2016-04-01
77,Supervisão Geral de Vigilância,1,2016-04-01
78,Telefonista,8,2016-04-01
79,Técnico de Elevador Residente,1,2016-04-01
80,Técnico em Design,2,2016-04-01
81,Técnico em Detecção e Alarme de Incêndio,1,2016-04-01
82,Técnico em Edificações,1,2016-04-01
83,Técnico em Eletrotécnica,1,2016-04-01
84,Técnico em Eletrônica I,5,2016-04-01
85,Técnico em Eletrônica II,1,2016-04-01
86,Técnico em Manutenção,1,2016-04-01
87,Técnico em Máquinas,1,2016-04-01
88,Técnico em Rede Estruturada,6,2016-04-01
89,Técnico em Refrigeração,1,2016-04-01
90,Técnico em Secretariado,105,2016-04-01
91,Técnico em Secretariado I,20,2016-04-01
92,Técnico em Secretariado II,27,2016-04-01
93,Vigilante/Vigilância,180,2016-04-01
94,Webdesigner,3,2016-04-01
95,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",3,2016-04-01
0,Agente de Segurança Pessoal Privada,142,2016-05-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2016-05-01
2,Ajudante de Bombeiro Hidráulico,4,2016-05-01
3,Ajudante de Eletricista,13,2016-05-01
4,Almoxarife,1,2016-05-01
5,Alvenaria,5,2016-05-01
6,Ascensorista,38,2016-05-01
7,Assistente de Fotografia,2,2016-05-01
8,Auxiliar Administrativo,4,2016-05-01
9,Auxiliar Técnico,5,2016-05-01
10,Auxiliar de Almoxarifado,25,2016-05-01
11,Auxiliar de Alvenaria,8,2016-05-01
12,Auxiliar de Biblioteca,16,2016-05-01
13,Auxiliar de Educação Infantil,24,2016-05-01
14,Auxiliar de Higienização e Acondicionamento de Acervos,8,2016-05-01
15,Auxiliar de Marcenaria,4,2016-05-01
16,Auxiliar de Mecânico de Refrigeração,4,2016-05-01
17,Auxiliar de Supervisão de Marcenaria,1,2016-05-01
18,Bombeiro Civil Líder,1,2016-05-01
19,Bombeiro Civil Noturno 12X36,12,2016-05-01
20,Bombeiro Hidráulico,8,2016-05-01
21,Bomberiro Civil Diurno 12X36,29,2016-05-01
22,Borracheiro,1,2016-05-01
23,Copeira,54,2016-05-01
24,Copeiro,2,2016-05-01
25,Cozinheira,4,2016-05-01
26,Desenhista em CAD,1,2016-05-01
27,Designer Gráfico Júnior,2,2016-05-01
28,Designer Gráfico Pleno,4,2016-05-01
29,Designer Gráfico Sênior,1,2016-05-01
30,Digitalizador,133,2016-05-01
31,Eletricista,17,2016-05-01
32,Eletricista Plantonista Diurno,2,2016-05-01
33,Eletricista Plantonista Noturno,2,2016-05-01
34,Eletricista de Autos,2,2016-05-01
35,Encarregado de Elétrica,2,2016-05-01
36,Encarregado de Hidráulica,1,2016-05-01
37,Encarregado de Mecânica de Refrigeração,1,2016-05-01
38,Enfermeira Auditora,2,2016-05-01
39,Engenheiro Eletricista,2,2016-05-01
40,Engenheiro Mecânico,2,2016-05-01
41,Engenheiro Senior,1,2016-05-01
42,Engenheiro de Sistemas,1,2016-05-01
43,Garçom,30,2016-05-01
44,Garçonete,6,2016-05-01
45,Gesseiro,1,2016-05-01
46,Instrumentador Técnico,1,2016-05-01
47,Jardineiro,10,2016-05-01
48,Jauzeiro,3,2016-05-01
49,Lavador,16,2016-05-01
50,Lustrador,2,2016-05-01
51,Manutenção e Suporte Técnico,7,2016-05-01
52,Marceneiro,8,2016-05-01
53,Mecânico Leve,2,2016-05-01
54,Mecânico Pesado,2,2016-05-01
55,Mecânico de Refrigeração,6,2016-05-01
56,Mensageiro,40,2016-05-01
57,Mensageiro de Gabinete,68,2016-05-01
58,Motorista,66,2016-05-01
59,Médico Auditor,5,2016-05-01
60,Operador da Central de Detecção,2,2016-05-01
61,Operador da Central de Supervisão Predial,2,2016-05-01
62,Operador da Central de Água Gelada,4,2016-05-01
63,Operador de Micro,1,2016-05-01
64,Operador de Áudio e Vídeo,2,2016-05-01
65,Pedagoga,1,2016-05-01
66,Pintor,4,2016-05-01
67,Preparador de Documentos,22,2016-05-01
68,Recepcionista,82,2016-05-01
69,Revisor de Textos,4,2016-05-01
70,Servente,185,2016-05-01
71,Supervisor,26,2016-05-01
72,Supervisor Geral de Serventes,1,2016-05-01
73,Supervisor de Jardinagem,1,2016-05-01
74,Supervisor de Marcenaria,1,2016-05-01
75,Supervisor de Mensageiria,2,2016-05-01
76,Supervisor de Vigilância,6,2016-05-01
77,Supervisão Geral de Vigilância,1,2016-05-01
78,Telefonista,8,2016-05-01
79,Técnico de Elevador Residente,1,2016-05-01
80,Técnico em Design,2,2016-05-01
81,Técnico em Detecção e Alarme de Incêndio,1,2016-05-01
82,Técnico em Edificações,1,2016-05-01
83,Técnico em Eletrotécnica,1,2016-05-01
84,Técnico em Eletrônica I,5,2016-05-01
85,Técnico em Eletrônica II,1,2016-05-01
86,Técnico em Manutenção,1,2016-05-01
87,Técnico em Máquinas,1,2016-05-01
88,Técnico em Rede Estruturada,6,2016-05-01
89,Técnico em Refrigeração,1,2016-05-01
90,Técnico em Secretariado,105,2016-05-01
91,Técnico em Secretariado I,20,2016-05-01
92,Técnico em Secretariado II,27,2016-05-01
93,Vigilante/Vigilância,180,2016-05-01
94,Webdesigner,3,2016-05-01
95,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",3,2016-05-01
0,Agente de Segurança Pessoal Privada,142,2016-06-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2016-06-01
2,Ajudante de Bombeiro Hidráulico,4,2016-06-01
3,Ajudante de Eletricista,13,2016-06-01
4,Almoxarife,1,2016-06-01
5,Almoxarife Técnico,3,2016-06-01
6,Alvenaria,5,2016-06-01
7,Ascensorista,38,2016-06-01
8,Assistente de Fotografia,2,2016-06-01
9,Auxiliar Administrativo,4,2016-06-01
10,Auxiliar Técnico,5,2016-06-01
11,Auxiliar de Almoxarifado,25,2016-06-01
12,Auxiliar de Alvenaria,8,2016-06-01
13,Auxiliar de Biblioteca,16,2016-06-01
14,Auxiliar de Educação Infantil,24,2016-06-01
15,Auxiliar de Higienização e Acondicionamento de Acervos,8,2016-06-01
16,Auxiliar de Marcenaria,4,2016-06-01
17,Auxiliar de Mecânico de Refrigeração,4,2016-06-01
18,Auxiliar de Operador de Camera UPE,6,2016-06-01
19,Auxiliar de Supervisão de Marcenaria,1,2016-06-01
20,Bombeiro Civil Líder,1,2016-06-01
21,Bombeiro Civil Noturno 12X36,12,2016-06-01
22,Bombeiro Hidráulico,8,2016-06-01
23,Bomberiro Civil Diurno 12X36,29,2016-06-01
24,Borracheiro,1,2016-06-01
25,Chefe de Reportagem de Rádio e TV,1,2016-06-01
26,Copeira,54,2016-06-01
27,Copeiro,2,2016-06-01
28,Cozinheira,4,2016-06-01
29,Desenhista / Videografista,1,2016-06-01
30,Desenhista em CAD,1,2016-06-01
31,Designer Gráfico Júnior,2,2016-06-01
32,Designer Gráfico Pleno,4,2016-06-01
33,Designer Gráfico Sênior,1,2016-06-01
34,Digitalizador,132,2016-06-01
35,Diretor de Imagem de TV - DTV,1,2016-06-01
36,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",4,2016-06-01
37,Editor de Texto TV,4,2016-06-01
38,Editor de Texto de Radio,2,2016-06-01
39,Eletricista,17,2016-06-01
40,Eletricista Plantonista Diurno,2,2016-06-01
41,Eletricista Plantonista Noturno,2,2016-06-01
42,Eletricista de Autos,2,2016-06-01
43,Encarregado de Elétrica,2,2016-06-01
44,Encarregado de Hidráulica,1,2016-06-01
45,Encarregado de Mecânica de Refrigeração,1,2016-06-01
46,Enfermeira Auditora,2,2016-06-01
47,Engenheiro Eletricista,2,2016-06-01
48,Engenheiro Mecânico,2,2016-06-01
49,Engenheiro Senior,1,2016-06-01
50,Engenheiro de Sistemas,1,2016-06-01
51,Garçom,30,2016-06-01
52,Garçonete,6,2016-06-01
53,Gesseiro,1,2016-06-01
54,Iluminador,1,2016-06-01
55,Instrumentador Técnico,1,2016-06-01
56,Jardineiro,10,2016-06-01
57,Jauzeiro,3,2016-06-01
58,Lavador,16,2016-06-01
59,Lustrador,2,2016-06-01
60,Manutenção e Suporte Técnico,7,2016-06-01
61,Maquiador / Cabelereiro / Figurinista,1,2016-06-01
62,Marceneiro,8,2016-06-01
63,Mecânico Leve,2,2016-06-01
64,Mecânico Pesado,2,2016-06-01
65,Mecânico de Refrigeração,6,2016-06-01
66,Mensageiro,40,2016-06-01
67,Mensageiro de Gabinete,68,2016-06-01
68,Motorista,66,2016-06-01
69,Médico Auditor,5,2016-06-01
70,Op. de Camera UPE,4,2016-06-01
71,Operador da Central de Detecção,2,2016-06-01
72,Operador da Central de Supervisão Predial,2,2016-06-01
73,Operador da Central de Água Gelada,4,2016-06-01
74,Operador de Micro,1,2016-06-01
75,Operador de Máquina de Caracteres,1,2016-06-01
76,Operador de VT,1,2016-06-01
77,Operador de Video,1,2016-06-01
78,Operador de Áudio e Vídeo,3,2016-06-01
79,Pedagoga,1,2016-06-01
80,Pintor,4,2016-06-01
81,Preparador de Documentos,22,2016-06-01
82,"Produtor de Jornalismo, Rádio e TV",5,2016-06-01
83,Recepcionista,82,2016-06-01
84,Reporter de Radio e TV,3,2016-06-01
85,Reporter de Radio e TV / Apresentador,2,2016-06-01
86,Revisor de Textos,4,2016-06-01
87,Servente,185,2016-06-01
88,Sonoplasta,2,2016-06-01
89,Supervisor,26,2016-06-01
90,Supervisor Geral de Serventes,1,2016-06-01
91,Supervisor Técnico-Operacional de Radio e TV,2,2016-06-01
92,Supervisor de Jardinagem,1,2016-06-01
93,Supervisor de Marcenaria,1,2016-06-01
94,Supervisor de Mensageiria,2,2016-06-01
95,Supervisor de Vigilância,6,2016-06-01
96,Supervisão Geral de Vigilância,1,2016-06-01
97,Telefonista,8,2016-06-01
98,Técnico de Elevador Residente,1,2016-06-01
99,Técnico em Design,1,2016-06-01
100,Técnico em Detecção e Alarme de Incêndio,1,2016-06-01
101,Técnico em Edificações,1,2016-06-01
102,Técnico em Eletrotécnica,1,2016-06-01
103,Técnico em Eletrônica I,5,2016-06-01
104,Técnico em Eletrônica II,1,2016-06-01
105,Técnico em Manutenção,1,2016-06-01
106,Técnico em Máquinas,1,2016-06-01
107,Técnico em Rede Estruturada,6,2016-06-01
108,Técnico em Refrigeração,1,2016-06-01
109,Técnico em Secretariado,105,2016-06-01
110,Técnico em Secretariado I,20,2016-06-01
111,Técnico em Secretariado II,27,2016-06-01
112,Vigilante/Vigilância,180,2016-06-01
113,Webdesigner,2,2016-06-01
114,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",2,2016-06-01
0,Agente de Segurança Pessoal Privada,142,2016-07-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2016-07-01
2,Ajudante de Bombeiro Hidráulico,4,2016-07-01
3,Ajudante de Eletricista,13,2016-07-01
4,Almoxarife,1,2016-07-01
5,Almoxarife Técnico,3,2016-07-01
6,Alvenaria,5,2016-07-01
7,Ascensorista,38,2016-07-01
8,Assistente de Fotografia,2,2016-07-01
9,Auxiliar Administrativo,4,2016-07-01
10,Auxiliar Técnico,5,2016-07-01
11,Auxiliar de Almoxarifado,17,2016-07-01
12,Auxiliar de Alvenaria,8,2016-07-01
13,Auxiliar de Biblioteca,16,2016-07-01
14,Auxiliar de Educação Infantil,24,2016-07-01
15,Auxiliar de Higienização e Acondicionamento de Acervos,8,2016-07-01
16,Auxiliar de Marcenaria,4,2016-07-01
17,Auxiliar de Mecânico de Refrigeração,4,2016-07-01
18,Auxiliar de Operador de Camera UPE,6,2016-07-01
19,Auxiliar de Supervisão de Marcenaria,1,2016-07-01
20,Bombeiro Civil Líder,1,2016-07-01
21,Bombeiro Civil Noturno 12X36,12,2016-07-01
22,Bombeiro Hidráulico,8,2016-07-01
23,Bomberiro Civil Diurno 12X36,29,2016-07-01
24,Borracheiro,1,2016-07-01
25,Chefe de Reportagem de Rádio e TV,1,2016-07-01
26,Copeira,54,2016-07-01
27,Copeiro,2,2016-07-01
28,Cozinheira,4,2016-07-01
29,Desenhista / Videografista,1,2016-07-01
30,Desenhista em CAD,1,2016-07-01
31,Designer Gráfico Júnior,2,2016-07-01
32,Designer Gráfico Pleno,4,2016-07-01
33,Designer Gráfico Sênior,1,2016-07-01
34,Digitalizador,129,2016-07-01
35,Diretor de Imagem de TV - DTV,1,2016-07-01
36,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",4,2016-07-01
37,Editor de Texto TV,4,2016-07-01
38,Editor de Texto de Radio,2,2016-07-01
39,Eletricista,17,2016-07-01
40,Eletricista Plantonista Diurno,2,2016-07-01
41,Eletricista Plantonista Noturno,2,2016-07-01
42,Eletricista de Autos,2,2016-07-01
43,Encarregado de Elétrica,2,2016-07-01
44,Encarregado de Hidráulica,1,2016-07-01
45,Encarregado de Mecânica de Refrigeração,1,2016-07-01
46,Enfermeira Auditora,2,2016-07-01
47,Engenheiro Eletricista,2,2016-07-01
48,Engenheiro Mecânico,2,2016-07-01
49,Engenheiro Senior,1,2016-07-01
50,Engenheiro de Sistemas,1,2016-07-01
51,Garçom,30,2016-07-01
52,Garçonete,6,2016-07-01
53,Gesseiro,1,2016-07-01
54,Iluminador,1,2016-07-01
55,Instrumentador Técnico,1,2016-07-01
56,Jardineiro,10,2016-07-01
57,Jauzeiro,3,2016-07-01
58,Lavador,16,2016-07-01
59,Lustrador,2,2016-07-01
60,Manutenção e Suporte Técnico,7,2016-07-01
61,Maquiador / Cabelereiro / Figurinista,1,2016-07-01
62,Marceneiro,8,2016-07-01
63,Mecânico Leve,2,2016-07-01
64,Mecânico Pesado,2,2016-07-01
65,Mecânico de Refrigeração,6,2016-07-01
66,Mensageiro,40,2016-07-01
67,Mensageiro de Gabinete,68,2016-07-01
68,Motorista,66,2016-07-01
69,Médico Auditor,5,2016-07-01
70,Op. de Camera UPE,4,2016-07-01
71,Operador da Central de Detecção,2,2016-07-01
72,Operador da Central de Supervisão Predial,2,2016-07-01
73,Operador da Central de Água Gelada,4,2016-07-01
74,Operador de Micro,1,2016-07-01
75,Operador de Máquina de Caracteres,1,2016-07-01
76,Operador de VT,1,2016-07-01
77,Operador de Video,1,2016-07-01
78,Operador de Áudio e Vídeo,3,2016-07-01
79,Pedagoga,1,2016-07-01
80,Pintor,4,2016-07-01
81,Preparador de Documentos,21,2016-07-01
82,"Produtor de Jornalismo, Rádio e TV",5,2016-07-01
83,Recepcionista,82,2016-07-01
84,Reporter de Radio e TV,3,2016-07-01
85,Reporter de Radio e TV / Apresentador,2,2016-07-01
86,Revisor de Textos,4,2016-07-01
87,Servente,185,2016-07-01
88,Sonoplasta,2,2016-07-01
89,Supervisor,26,2016-07-01
90,Supervisor Geral de Serventes,1,2016-07-01
91,Supervisor Técnico-Operacional de Radio e TV,2,2016-07-01
92,Supervisor de Jardinagem,1,2016-07-01
93,Supervisor de Marcenaria,1,2016-07-01
94,Supervisor de Mensageiria,2,2016-07-01
95,Supervisor de Vigilância,6,2016-07-01
96,Supervisão Geral de Vigilância,1,2016-07-01
97,Telefonista,8,2016-07-01
98,Técnico de Elevador Residente,1,2016-07-01
99,Técnico em Design,1,2016-07-01
100,Técnico em Detecção e Alarme de Incêndio,1,2016-07-01
101,Técnico em Edificações,1,2016-07-01
102,Técnico em Eletrotécnica,1,2016-07-01
103,Técnico em Eletrônica I,5,2016-07-01
104,Técnico em Eletrônica II,1,2016-07-01
105,Técnico em Manutenção,1,2016-07-01
106,Técnico em Máquinas,1,2016-07-01
107,Técnico em Rede Estruturada,6,2016-07-01
108,Técnico em Refrigeração,1,2016-07-01
109,Técnico em Secretariado,105,2016-07-01
110,Técnico em Secretariado I,20,2016-07-01
111,Técnico em Secretariado II,27,2016-07-01
112,Vigilante/Vigilância,180,2016-07-01
113,Webdesigner,2,2016-07-01
114,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",2,2016-07-01
0,Agente de Segurança Pessoal Privada,142,2016-08-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2016-08-01
2,Ajudante de Bombeiro Hidráulico,4,2016-08-01
3,Ajudante de Eletricista,13,2016-08-01
4,Almoxarife,1,2016-08-01
5,Almoxarife Técnico,3,2016-08-01
6,Alvenaria,5,2016-08-01
7,Ascensorista,38,2016-08-01
8,Assistente de Fotografia,2,2016-08-01
9,Auxiliar Administrativo,4,2016-08-01
10,Auxiliar Técnico,5,2016-08-01
11,Auxiliar de Almoxarifado,17,2016-08-01
12,Auxiliar de Alvenaria,8,2016-08-01
13,Auxiliar de Biblioteca,16,2016-08-01
14,Auxiliar de Educação Infantil,24,2016-08-01
15,Auxiliar de Higienização e Acondicionamento de Acervos,8,2016-08-01
16,Auxiliar de Marcenaria,3,2016-08-01
17,Auxiliar de Mecânico de Refrigeração,4,2016-08-01
18,Auxiliar de Operador de Camera UPE,6,2016-08-01
19,Auxiliar de Supervisão de Marcenaria,1,2016-08-01
20,Bombeiro Civil Líder,1,2016-08-01
21,Bombeiro Civil Noturno 12X36,12,2016-08-01
22,Bombeiro Hidráulico,8,2016-08-01
23,Bomberiro Civil Diurno 12X36,29,2016-08-01
24,Borracheiro,1,2016-08-01
25,Chefe de Reportagem de Rádio e TV,1,2016-08-01
26,Copeira,54,2016-08-01
27,Copeiro,2,2016-08-01
28,Cozinheira,4,2016-08-01
29,Desenhista / Videografista,1,2016-08-01
30,Desenhista em CAD,1,2016-08-01
31,Designer Gráfico Júnior,2,2016-08-01
32,Designer Gráfico Pleno,4,2016-08-01
33,Designer Gráfico Sênior,1,2016-08-01
34,Digitalizador,129,2016-08-01
35,Diretor de Imagem de TV - DTV,1,2016-08-01
36,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",4,2016-08-01
37,Editor de Texto TV,4,2016-08-01
38,Editor de Texto de Radio,2,2016-08-01
39,Eletricista,17,2016-08-01
40,Eletricista Plantonista Diurno,2,2016-08-01
41,Eletricista Plantonista Noturno,2,2016-08-01
42,Eletricista de Autos,2,2016-08-01
43,Encarregado de Elétrica,2,2016-08-01
44,Encarregado de Hidráulica,1,2016-08-01
45,Encarregado de Mecânica de Refrigeração,1,2016-08-01
46,Enfermeira Auditora,2,2016-08-01
47,Engenheiro Eletricista,2,2016-08-01
48,Engenheiro Mecânico,2,2016-08-01
49,Engenheiro Senior,1,2016-08-01
50,Engenheiro de Sistemas,1,2016-08-01
51,Garçom,30,2016-08-01
52,Garçonete,6,2016-08-01
53,Gesseiro,1,2016-08-01
54,Iluminador,1,2016-08-01
55,Instrumentador Técnico,1,2016-08-01
56,Jardineiro,10,2016-08-01
57,Jauzeiro,3,2016-08-01
58,Lavador,16,2016-08-01
59,Lustrador,1,2016-08-01
60,Manutenção e Suporte Técnico,7,2016-08-01
61,Maquiador / Cabelereiro / Figurinista,1,2016-08-01
62,Marceneiro,8,2016-08-01
63,Mecânico Leve,2,2016-08-01
64,Mecânico Pesado,2,2016-08-01
65,Mecânico de Refrigeração,6,2016-08-01
66,Mensageiro,40,2016-08-01
67,Mensageiro de Gabinete,68,2016-08-01
68,Motorista,66,2016-08-01
69,Médico Auditor,5,2016-08-01
70,Op. de Camera UPE,4,2016-08-01
71,Operador da Central de Detecção,2,2016-08-01
72,Operador da Central de Supervisão Predial,2,2016-08-01
73,Operador da Central de Água Gelada,4,2016-08-01
74,Operador de Micro,1,2016-08-01
75,Operador de Máquina de Caracteres,1,2016-08-01
76,Operador de VT,1,2016-08-01
77,Operador de Video,1,2016-08-01
78,Operador de Áudio e Vídeo,3,2016-08-01
79,Pedagoga,1,2016-08-01
80,Pintor,4,2016-08-01
81,Preparador de Documentos,21,2016-08-01
82,"Produtor de Jornalismo, Rádio e TV",5,2016-08-01
83,Recepcionista,82,2016-08-01
84,Reporter de Radio e TV,3,2016-08-01
85,Reporter de Radio e TV / Apresentador,2,2016-08-01
86,Revisor de Textos,4,2016-08-01
87,Servente,185,2016-08-01
88,Sonoplasta,2,2016-08-01
89,Supervisor,26,2016-08-01
90,Supervisor Geral de Serventes,1,2016-08-01
91,Supervisor Técnico-Operacional de Radio e TV,2,2016-08-01
92,Supervisor de Jardinagem,1,2016-08-01
93,Supervisor de Marcenaria,1,2016-08-01
94,Supervisor de Mensageiria,2,2016-08-01
95,Supervisor de Vigilância,6,2016-08-01
96,Supervisão Geral de Vigilância,1,2016-08-01
97,Telefonista,8,2016-08-01
98,Técnico de Elevador Residente,1,2016-08-01
99,Técnico em Design,1,2016-08-01
100,Técnico em Detecção e Alarme de Incêndio,1,2016-08-01
101,Técnico em Edificações,1,2016-08-01
102,Técnico em Eletrotécnica,1,2016-08-01
103,Técnico em Eletrônica I,5,2016-08-01
104,Técnico em Eletrônica II,1,2016-08-01
105,Técnico em Manutenção,1,2016-08-01
106,Técnico em Máquinas,1,2016-08-01
107,Técnico em Rede Estruturada,6,2016-08-01
108,Técnico em Refrigeração,1,2016-08-01
109,Técnico em Secretariado,105,2016-08-01
110,Técnico em Secretariado I,20,2016-08-01
111,Técnico em Secretariado II,27,2016-08-01
112,Vigilante/Vigilância,180,2016-08-01
